OrderID,OrderDate,CustomerID,CustomerName,Segment,Region,State,Category,Product,Quantity,UnitPrice,Sales,Profit
ORD-11920,2024-01-17,CUST-1226,Sai Agarwal,Consumer,South,Tamil Nadu,Home & Kitchen,Bedsheet,1,3445.85,4479.61,1269.22
ORD-10786,2024-01-17,CUST-1305,Aadhya Kapoor,Consumer,South,Kerala,Sports,Yoga Mat,2,3776.06,9817.76,1441.81
ORD-12779,2024-01-17,CUST-1301,Myra Bose,Corporate,East,Jharkhand,Books,Comics,5,466.08,3029.52,529.62
ORD-10130,2024-01-17,CUST-1390,Kiara Menon,Consumer,Central,Madhya Pradesh,Clothing,Kurta,3,939.74,3664.99,555.48
ORD-11020,2024-01-17,CUST-1032,Sai Verma,Consumer,North,Delhi,Clothing,Saree,3,1803.64,7034.2,1052.29
ORD-12804,2024-01-17,CUST-1237,Diya Pillai,Corporate,West,Maharashtra,Electronics,Smartphone,6,33451.81,260924.12,72546.04
ORD-12815,2024-01-17,CUST-1113,Riya Pillai,Consumer,East,Odisha,Clothing,Jeans,1,1758.14,2285.58,612.81
ORD-12497,2024-01-18,CUST-1378,Ishita Kumar,Consumer,North,Uttar Pradesh,Electronics,Smartphone,2,7603.51,19769.13,6377.03
ORD-12364,2024-01-18,CUST-1005,Ishita Rao,Small Business,West,Rajasthan,Electronics,Smartwatch,5,32623.2,212050.8,66522.17
ORD-12107,2024-01-18,CUST-1013,Ishaan Reddy,Consumer,West,Maharashtra,Home & Kitchen,Mixer Grinder,4,3191.23,16594.4,1992.39
ORD-10588,2024-01-19,CUST-1104,Ananya Reddy,Corporate,West,Maharashtra,Electronics,Smartphone,4,18072.85,93978.82,13445.97
ORD-12305,2024-01-20,CUST-1136,Aadhya Kapoor,Small Business,East,Bihar,Electronics,Smartphone,6,11573.32,90271.9,26505.36
ORD-11962,2024-01-20,CUST-1298,Ananya Menon,Consumer,East,Odisha,Electronics,Laptop,2,38783.23,100836.4,27842.83
ORD-11978,2024-01-20,CUST-1297,Myra Singh,Corporate,South,Kerala,Sports,Running Shoes,5,2933.2,19065.8,2493.11
ORD-11659,2024-01-21,CUST-1279,Kiara Rao,Consumer,Central,Chhattisgarh,Home & Kitchen,Air Fryer,4,2941.82,15297.46,2240.08
ORD-11956,2024-01-21,CUST-1233,Krishna Kapoor,Small Business,Central,Chhattisgarh,Electronics,Smartphone,2,36893.94,95924.24,10430.52
ORD-11609,2024-01-21,CUST-1337,Myra Rao,Corporate,East,Jharkhand,Electronics,Smartphone,2,17679.04,45965.5,10909.75
ORD-11924,2024-01-22,CUST-1261,Krishna Mehta,Consumer,Central,Chhattisgarh,Electronics,Laptop,5,28299.98,183949.87,43594.86
ORD-12618,2024-01-22,CUST-1016,Aditya Pillai,Corporate,Central,Madhya Pradesh,Sports,Football,5,4697.15,30531.48,9493.87
ORD-12616,2024-01-22,CUST-1378,Sai Pillai,Consumer,South,Tamil Nadu,Clothing,Kurta,1,1348.81,1753.45,466.89
ORD-12256,2024-01-22,CUST-1379,Diya Sharma,Small Business,East,Bihar,Clothing,Kurta,3,1625.2,6338.28,2098.8
ORD-10802,2024-01-23,CUST-1270,Aadhya Bose,Consumer,East,West Bengal,Home & Kitchen,Bedsheet,3,681.75,2658.83,264.36
ORD-11883,2024-01-23,CUST-1157,Aarav Kapoor,Consumer,South,Kerala,Home & Kitchen,Bedsheet,2,7372.05,19167.33,4736.26
ORD-10764,2024-01-23,CUST-1026,Reyansh Singh,Consumer,East,Bihar,Electronics,Smartwatch,6,51710.04,403338.31,42178.37
ORD-10097,2024-01-24,CUST-1095,Navya Agarwal,Consumer,South,Telangana,Home & Kitchen,Bedsheet,1,4201.35,5461.76,1058.84
ORD-12496,2024-01-24,CUST-1011,Kiara Singh,Small Business,North,Uttar Pradesh,Clothing,Kurta,7,3128.5,28469.35,7122.36
ORD-10430,2024-01-24,CUST-1142,Aditya Kapoor,Consumer,South,Telangana,Sports,Football,4,3601.31,18726.81,3012.27
ORD-11550,2024-01-24,CUST-1360,Ishaan Singh,Corporate,East,Odisha,Home & Kitchen,Bedsheet,5,2089.35,13580.77,1673.9
ORD-12545,2024-01-24,CUST-1036,Diya Malhotra,Consumer,North,Delhi,Home & Kitchen,Cookware Set,7,2638.01,24005.89,6577.9
ORD-10338,2024-01-24,CUST-1049,Sai Bose,Consumer,North,Punjab,Clothing,Jeans,4,2555.08,13286.42,4569.85
ORD-12406,2024-01-25,CUST-1238,Navya Bhatt,Corporate,East,West Bengal,Electronics,Laptop,2,9846.07,25599.78,8839.25
ORD-10319,2024-01-25,CUST-1136,Riya Bose,Consumer,North,Delhi,Electronics,Smartwatch,4,35407.72,184120.14,42064.7
ORD-11851,2024-01-25,CUST-1084,Vivaan Nair,Consumer,Central,Chhattisgarh,Home & Kitchen,Mixer Grinder,7,6626.07,60297.24,11460.79
ORD-12111,2024-01-25,CUST-1207,Diya Pillai,Small Business,North,Delhi,Books,Comics,1,665.29,864.88,136.29
ORD-10071,2024-01-25,CUST-1011,Sai Verma,Corporate,North,Haryana,Electronics,Smartwatch,3,19903.9,77625.21,17135.86
ORD-10583,2024-01-26,CUST-1075,Aditya Sharma,Corporate,West,Goa,Home & Kitchen,Lamp,3,5823.53,22711.77,6562.03
ORD-12754,2024-01-26,CUST-1029,Ishita Kumar,Consumer,South,Tamil Nadu,Home & Kitchen,Air Fryer,3,4120.87,16071.39,5111.41
ORD-12558,2024-01-26,CUST-1230,Ishita Menon,Small Business,North,Haryana,Home & Kitchen,Mixer Grinder,5,4664.36,30318.34,8906.15
ORD-10406,2024-01-26,CUST-1046,Aditya Pillai,Consumer,South,Tamil Nadu,Home & Kitchen,Mixer Grinder,7,4255.45,38724.6,8336.67
ORD-11756,2024-01-26,CUST-1316,Rohan Kumar,Consumer,West,Goa,Sports,Dumbbells,4,4602.51,23933.05,7745.69
ORD-11518,2024-01-26,CUST-1318,Reyansh Malhotra,Small Business,South,Karnataka,Sports,Football,3,2046.54,7981.51,858.6
ORD-10068,2024-01-27,CUST-1172,Reyansh Mehta,Corporate,Central,Chhattisgarh,Home & Kitchen,Cookware Set,1,4439.99,5771.99,1611.94
ORD-12205,2024-01-27,CUST-1370,Arjun Nair,Corporate,South,Kerala,Home & Kitchen,Air Fryer,6,4520.04,35256.31,11939.0
ORD-10870,2024-01-27,CUST-1205,Reyansh Chopra,Consumer,North,Haryana,Books,Self-Help,3,659.09,2570.45,280.72
ORD-11888,2024-01-28,CUST-1359,Sai Verma,Consumer,South,Telangana,Sports,Running Shoes,6,919.35,7170.93,1563.57
ORD-10762,2024-01-28,CUST-1386,Navya Gupta,Consumer,East,Odisha,Sports,Dumbbells,6,3866.33,30157.37,10173.29
ORD-11592,2024-01-28,CUST-1210,Kiara Patel,Consumer,North,Punjab,Electronics,Laptop,6,54147.08,422347.22,85399.45
ORD-11190,2024-01-28,CUST-1303,Kiara Menon,Corporate,West,Gujarat,Books,Biography,7,726.38,6610.06,558.03
ORD-12200,2024-01-28,CUST-1228,Aadhya Agarwal,Consumer,East,West Bengal,Sports,Dumbbells,6,2903.85,22650.03,6035.86
ORD-11753,2024-01-28,CUST-1297,Kiara Bose,Small Business,West,Maharashtra,Clothing,Jeans,3,987.03,3849.42,625.91
ORD-12958,2024-01-29,CUST-1265,Diya Bose,Consumer,South,Karnataka,Electronics,Laptop,3,11645.63,45417.96,4910.72
ORD-12504,2024-01-29,CUST-1211,Ananya Kumar,Small Business,East,Odisha,Electronics,Smartwatch,3,10038.59,39150.5,11025.5
ORD-11834,2024-01-29,CUST-1114,Saanvi Agarwal,Small Business,North,Uttar Pradesh,Electronics,Smartphone,6,37027.58,288815.12,88479.47
ORD-11279,2024-01-29,CUST-1238,Kiara Bhatt,Consumer,Central,Madhya Pradesh,Books,Biography,4,287.02,1492.5,143.48
ORD-10553,2024-01-29,CUST-1322,Arjun Joshi,Small Business,West,Goa,Electronics,Laptop,7,55439.85,504502.64,173081.92
ORD-12434,2024-01-29,CUST-1387,Aadhya Menon,Corporate,East,Jharkhand,Electronics,Smartwatch,1,37631.34,48920.74,5337.39
ORD-10076,2024-01-29,CUST-1376,Diya Bose,Corporate,West,Maharashtra,Electronics,Smartwatch,2,6864.41,17847.47,3679.68
ORD-10058,2024-01-29,CUST-1181,Aadhya Singh,Consumer,North,Delhi,Sports,Cricket Bat,7,2175.31,19795.32,1876.31
ORD-12068,2024-01-30,CUST-1042,Vihaan Reddy,Small Business,South,Telangana,Books,Textbook,6,581.14,4532.89,1154.66
ORD-11361,2024-01-30,CUST-1385,Aditya Kumar,Consumer,South,Tamil Nadu,Home & Kitchen,Air Fryer,4,1125.6,5853.12,881.97
ORD-12179,2024-01-30,CUST-1126,Krishna Verma,Small Business,West,Gujarat,Clothing,Kurta,5,3104.02,20176.13,2247.12
ORD-12494,2024-01-30,CUST-1123,Kiara Gupta,Consumer,South,Tamil Nadu,Home & Kitchen,Air Fryer,2,3711.4,9649.64,1784.56
ORD-10290,2024-01-30,CUST-1366,Vihaan Pillai,Corporate,South,Kerala,Books,Textbook,4,806.34,4192.97,495.19
ORD-12112,2024-01-30,CUST-1000,Krishna Kumar,Consumer,West,Goa,Books,Self-Help,7,240.02,2184.18,246.88
ORD-12125,2024-01-30,CUST-1296,Saanvi Agarwal,Consumer,West,Goa,Electronics,Headphones,4,22544.12,117229.42,10007.81
ORD-11157,2024-01-31,CUST-1082,Ishita Sharma,Consumer,North,Punjab,Electronics,Headphones,6,40907.55,319078.89,97248.32
ORD-11726,2024-01-31,CUST-1052,Aarav Malhotra,Corporate,North,Uttar Pradesh,Clothing,Jacket,6,2237.03,17448.83,2144.23
ORD-10819,2024-01-31,CUST-1077,Aditya Agarwal,Consumer,North,Delhi,Electronics,Laptop,6,3116.46,24308.39,3025.45
ORD-11709,2024-02-01,CUST-1093,Arjun Gupta,Consumer,North,Haryana,Electronics,Tablet,1,13476.14,13476.14,1724.6
ORD-11432,2024-02-01,CUST-1007,Anika Kapoor,Consumer,East,Odisha,Electronics,Smartphone,3,37268.7,111806.1,27264.15
ORD-10940,2024-02-01,CUST-1230,Aadhya Menon,Small Business,East,Jharkhand,Clothing,Kurta,6,3429.27,20575.62,5397.93
ORD-10313,2024-02-02,CUST-1234,Diya Sharma,Consumer,North,Uttar Pradesh,Sports,Yoga Mat,6,897.35,5384.1,705.89
ORD-12013,2024-02-02,CUST-1268,Kiara Kumar,Consumer,South,Karnataka,Electronics,Tablet,3,44229.95,132689.85,39334.57
ORD-10218,2024-02-02,CUST-1288,Kiara Reddy,Consumer,South,Telangana,Clothing,Saree,5,2673.81,13369.05,3239.29
ORD-12894,2024-02-02,CUST-1132,Sai Reddy,Consumer,West,Gujarat,Home & Kitchen,Air Fryer,2,6161.35,12322.7,1466.19
ORD-11462,2024-02-03,CUST-1114,Riya Kapoor,Small Business,East,Odisha,Electronics,Headphones,6,54224.06,325344.36,103186.84
ORD-12485,2024-02-03,CUST-1009,Ananya Sharma,Small Business,South,Tamil Nadu,Books,Fiction Novel,5,424.3,2121.5,537.84
ORD-12421,2024-02-03,CUST-1055,Ishita Iyer,Small Business,South,Telangana,Home & Kitchen,Cookware Set,4,2236.2,8944.8,1498.06
ORD-11640,2024-02-03,CUST-1365,Aditya Agarwal,Small Business,West,Rajasthan,Books,Textbook,7,416.37,2914.59,764.16
ORD-12973,2024-02-04,CUST-1145,Saanvi Bhatt,Small Business,West,Rajasthan,Electronics,Tablet,1,16802.49,16802.49,3525.44
ORD-11925,2024-02-04,CUST-1358,Ananya Gupta,Small Business,West,Gujarat,Home & Kitchen,Bedsheet,7,4240.12,29680.84,5257.37
ORD-11566,2024-02-04,CUST-1279,Sai Kumar,Corporate,North,Punjab,Sports,Football,3,4438.29,13314.87,1927.54
ORD-11441,2024-02-05,CUST-1274,Aditya Nair,Consumer,North,Punjab,Clothing,Saree,1,665.52,665.52,209.83
ORD-12192,2024-02-05,CUST-1203,Riya Rao,Consumer,South,Tamil Nadu,Sports,Yoga Mat,3,1849.91,5549.73,1501.36
ORD-11691,2024-02-06,CUST-1096,Vivaan Menon,Small Business,North,Haryana,Clothing,Jacket,2,649.89,1299.78,401.79
ORD-11981,2024-02-06,CUST-1026,Sai Singh,Consumer,West,Gujarat,Sports,Dumbbells,7,2076.29,14534.03,4426.23
ORD-11252,2024-02-07,CUST-1061,Vivaan Sharma,Corporate,South,Telangana,Home & Kitchen,Bedsheet,7,7243.53,50704.71,4104.96
ORD-12512,2024-02-07,CUST-1152,Ishita Joshi,Corporate,West,Goa,Electronics,Smartphone,4,16908.6,67634.4,16332.76
ORD-11109,2024-02-07,CUST-1199,Reyansh Reddy,Small Business,North,Uttar Pradesh,Electronics,Tablet,2,14819.67,29639.34,9719.09
ORD-12232,2024-02-07,CUST-1249,Rohan Chopra,Consumer,West,Gujarat,Books,Biography,2,860.68,1721.36,398.56
ORD-10403,2024-02-08,CUST-1202,Aarav Patel,Small Business,Central,Madhya Pradesh,Books,Biography,3,166.23,498.69,131.58
ORD-11971,2024-02-08,CUST-1001,Aarav Gupta,Consumer,West,Goa,Electronics,Tablet,3,20390.97,61172.91,8950.06
ORD-12019,2024-02-08,CUST-1277,Aditya Verma,Small Business,North,Punjab,Books,Comics,2,200.99,401.98,122.43
ORD-10030,2024-02-08,CUST-1145,Ananya Chopra,Consumer,North,Punjab,Sports,Football,7,695.3,4867.1,1310.52
ORD-10398,2024-02-09,CUST-1116,Ananya Reddy,Consumer,South,Telangana,Electronics,Headphones,2,38455.76,76911.52,12595.3
ORD-12348,2024-02-09,CUST-1398,Diya Menon,Corporate,South,Kerala,Home & Kitchen,Cookware Set,5,6966.54,34832.7,8224.22
ORD-12526,2024-02-09,CUST-1010,Aditya Reddy,Consumer,South,Kerala,Books,Biography,1,533.12,533.12,177.17
ORD-12418,2024-02-09,CUST-1279,Vivaan Chopra,Corporate,Central,Chhattisgarh,Sports,Running Shoes,2,4108.35,8216.7,2327.83
ORD-11007,2024-02-09,CUST-1394,Arjun Verma,Small Business,West,Maharashtra,Electronics,Smartphone,1,13836.35,13836.35,3095.85
ORD-12009,2024-02-10,CUST-1260,Aarav Patel,Consumer,North,Haryana,Electronics,Tablet,7,25946.17,181623.19,38859.73
ORD-12524,2024-02-10,CUST-1196,Kiara Singh,Consumer,West,Goa,Electronics,Headphones,7,53655.26,375586.82,87626.35
ORD-12005,2024-02-10,CUST-1225,Navya Rao,Small Business,North,Delhi,Home & Kitchen,Cookware Set,5,7268.63,36343.15,12712.92
ORD-11212,2024-02-10,CUST-1058,Navya Menon,Corporate,North,Uttar Pradesh,Books,Self-Help,4,884.06,3536.24,382.14
ORD-10889,2024-02-10,CUST-1399,Aadhya Kumar,Small Business,South,Karnataka,Home & Kitchen,Cookware Set,7,4007.16,28050.12,9560.78
ORD-11534,2024-02-10,CUST-1274,Reyansh Malhotra,Corporate,West,Maharashtra,Books,Fiction Novel,3,588.33,1764.99,184.34
ORD-12716,2024-02-11,CUST-1336,Rohan Gupta,Consumer,West,Gujarat,Home & Kitchen,Air Fryer,4,6412.28,25649.12,7789.22
ORD-10778,2024-02-11,CUST-1052,Aadhya Menon,Corporate,East,Odisha,Home & Kitchen,Mixer Grinder,5,3618.16,18090.8,5331.86
ORD-11378,2024-02-11,CUST-1172,Arjun Agarwal,Consumer,West,Rajasthan,Electronics,Smartwatch,5,25415.47,127077.35,42538.48
ORD-10305,2024-02-11,CUST-1229,Aadhya Pillai,Corporate,West,Gujarat,Clothing,Jacket,1,3183.6,3183.6,568.28
ORD-12234,2024-02-11,CUST-1120,Reyansh Nair,Corporate,North,Haryana,Electronics,Headphones,6,39720.76,238324.56,48742.01
ORD-10495,2024-02-12,CUST-1203,Rohan Kapoor,Consumer,West,Gujarat,Electronics,Laptop,1,25192.56,25192.56,8165.18
ORD-12717,2024-02-12,CUST-1244,Vihaan Nair,Consumer,East,West Bengal,Home & Kitchen,Cookware Set,1,2726.81,2726.81,400.01
ORD-11024,2024-02-12,CUST-1054,Diya Singh,Consumer,North,Delhi,Electronics,Tablet,6,49259.27,295555.62,29812.47
ORD-10026,2024-02-12,CUST-1214,Navya Gupta,Consumer,North,Delhi,Electronics,Laptop,1,39859.77,39859.77,8527.21
ORD-11977,2024-02-12,CUST-1083,Aadhya Verma,Corporate,South,Karnataka,Electronics,Tablet,3,30069.61,90208.83,14294.53
ORD-10911,2024-02-12,CUST-1245,Anika Nair,Corporate,North,Punjab,Electronics,Smartphone,1,9419.65,9419.65,3145.9
ORD-10150,2024-02-13,CUST-1196,Navya Chopra,Consumer,East,Jharkhand,Books,Comics,3,417.5,1252.5,193.69
ORD-12581,2024-02-13,CUST-1230,Kiara Pillai,Corporate,South,Tamil Nadu,Sports,Football,6,4011.8,24070.8,7372.51
ORD-12041,2024-02-13,CUST-1056,Saanvi Bose,Small Business,West,Maharashtra,Clothing,Jacket,2,1816.35,3632.7,1153.99
ORD-10328,2024-02-14,CUST-1009,Reyansh Mehta,Consumer,East,Odisha,Electronics,Smartphone,6,43321.62,259929.72,47986.11
ORD-10350,2024-02-14,CUST-1035,Aarav Bose,Small Business,North,Haryana,Electronics,Smartwatch,5,51396.19,256980.95,55815.82
ORD-12930,2024-02-15,CUST-1239,Rohan Menon,Consumer,East,Bihar,Books,Comics,5,201.41,1007.05,144.55
ORD-11349,2024-02-15,CUST-1081,Krishna Gupta,Consumer,East,Odisha,Home & Kitchen,Bedsheet,7,2127.43,14892.01,1903.28
ORD-12355,2024-02-15,CUST-1031,Navya Nair,Corporate,North,Uttar Pradesh,Electronics,Laptop,4,7065.86,28263.44,5769.84
ORD-10044,2024-02-16,CUST-1256,Anika Singh,Small Business,East,Bihar,Clothing,Jacket,1,3457.4,3457.4,986.01
ORD-11221,2024-02-16,CUST-1353,Ananya Nair,Corporate,East,Odisha,Home & Kitchen,Mixer Grinder,1,1858.6,1858.6,290.87
ORD-12532,2024-02-16,CUST-1278,Myra Joshi,Corporate,West,Maharashtra,Sports,Running Shoes,1,388.03,388.03,74.17
ORD-10928,2024-02-17,CUST-1029,Diya Kapoor,Consumer,East,West Bengal,Sports,Running Shoes,1,1893.66,1893.66,440.69
ORD-10766,2024-02-17,CUST-1292,Ishita Rao,Consumer,South,Kerala,Clothing,T-Shirt,2,1395.17,2790.34,647.46
ORD-11698,2024-02-17,CUST-1017,Krishna Joshi,Consumer,North,Haryana,Home & Kitchen,Mixer Grinder,4,2969.55,11878.2,1725.4
ORD-12649,2024-02-17,CUST-1173,Diya Verma,Corporate,South,Kerala,Home & Kitchen,Air Fryer,3,6106.43,18319.29,3769.6
ORD-12444,2024-02-17,CUST-1243,Ananya Singh,Small Business,South,Karnataka,Home & Kitchen,Mixer Grinder,6,3852.81,23116.86,3360.78
ORD-10238,2024-02-18,CUST-1338,Rohan Gupta,Small Business,North,Punjab,Clothing,Kurta,3,1554.85,4664.55,1283.4
ORD-10904,2024-02-19,CUST-1099,Riya Kumar,Small Business,West,Rajasthan,Home & Kitchen,Lamp,7,7856.13,54992.91,9312.17
ORD-11364,2024-02-19,CUST-1032,Krishna Chopra,Consumer,West,Maharashtra,Home & Kitchen,Lamp,2,6392.24,12784.48,2110.31
ORD-10790,2024-02-19,CUST-1147,Myra Rao,Consumer,East,Bihar,Home & Kitchen,Cookware Set,1,6557.08,6557.08,581.25
ORD-10808,2024-02-20,CUST-1233,Diya Mehta,Corporate,East,Jharkhand,Clothing,T-Shirt,2,2260.68,4521.36,1245.3
ORD-12773,2024-02-20,CUST-1013,Aadhya Mehta,Consumer,Central,Chhattisgarh,Home & Kitchen,Air Fryer,4,1563.92,6255.68,744.0
ORD-11245,2024-02-20,CUST-1054,Aditya Malhotra,Consumer,North,Punjab,Electronics,Smartwatch,4,15571.47,62285.88,6283.18
